stars,movies,appearances
Eddie Redmayne,"['Savage Grace', 'Powder Blue', 'Black Death', 'My Week with Marilyn', 'Hick', 'The Theory of Everything', 'The Danish Girl', 'Jupiter Ascending', 'Fantastic Beasts and Where to Find Them', 'Fantastic Beasts: The Crimes of Grindelwald', 'Early Man', 'The Aeronauts', 'The Trial of the Chicago 7', 'The Good Nurse', 'Fantastic Beasts: The Secrets of Dumbledore']",15
Eden Campbell,['The Mortuary Collection'],1
Eden Dambrine,['Close'],1
Eden Duncan-Smith,['See You Yesterday'],1
Eden Lawrence,['A Boy Called Christmas'],1
Edgar Wright,['Grindhouse'],1
Edi Gathegi,"['Atlas Shrugged: Part I', 'Pimp', 'The Harder They Fall']",3
Edie Adams,['Up in Smoke'],1
Edie Falco,"['The Addiction', 'The Quiet', 'Freedomland']",3
Edie Mirman,['Ramayana: The Legend of Prince Rama'],1
Edison Chen,"['Infernal Affairs II', 'The Grudge 2']",2
Edith Barrett,['I Walked with a Zombie'],1
Edith Evans,"[""The Nun's Story"", 'Scrooge']",2
Edith Haagenrud-Sande,"['The Wave', 'The Quake']",2
Edith Scob,"['Holy Motors', 'Things to Come']",2
Edmond O'Brien,"['The Killers', 'White Heat', 'D.O.A.', 'The Barefoot Contessa', 'Fantastic Voyage', 'The Wild Bunch']",6
Edmund Breon,['The Woman in the Window'],1
Edmund Goulding,['A Night at the Opera'],1
Edmund Gwenn,"['Miracle on 34th Street', 'Them!', 'The Trouble with Harry']",3
Edmund MacDonald,['Detour'],1
Edmund Moeschke,['Germany Year Zero'],1
Edmund Purdom,['Pieces'],1
Edna Best,"['The Man Who Knew Too Much', 'The Ghost and Mrs. Muir']",2
Edoardo Gabbriellini,['I Am Love'],1
Edoardo Leo,['Perfect Strangers'],1
Edoardo Pesce,['Dogman'],1
Edouard Baer,['Astérix and Obélix: God Save Britannia'],1
Eduard Abalov,"[""Ivan's Childhood""]",1
Eduardo Blanco,['Son of the Bride'],1
Eduardo Minett,['The Legend of Tomiris'],1
Eduardo Noriega,"['Thesis', 'Open Your Eyes', ""The Devil's Backbone"", 'The Method', 'Blackthorn', 'Beauty and the Beast']",6
Edward Albert,['Guarding Tess'],1
Edward Andrews,['Avanti!'],1
Edward Arnold,"[""You Can't Take It with You"", 'Mr. Smith Goes to Washington', 'Meet John Doe']",3
Edward Ashley,['The King'],1
Edward Asner,['The Bachelor'],1
Edward Binns,['Night Moves'],1
Edward Brophy,['Dumbo'],1
Edward Burns,"[""She's the One"", 'Saving Private Ryan', '15 Minutes', 'Life or Something Like It', 'Confidence', 'Echelon Conspiracy', 'Alex Cross']",7
Edward Clements,['Metropolitan'],1
Edward Edwards,['Bounce'],1
Edward Everett Horton,"['Top Hat', 'Lost Horizon']",2
Edward Fox,"['The Day of the Jackal', 'Soldier of Orange', 'The Duellists', 'Force 10 from Navarone', 'The Bounty']",5
Edward Furlong,"['Terminator 2: Judgment Day', 'Pet Sematary II', 'Brainscan', 'The Grass Harp', 'American History X', 'Pecker', 'Detroit Rock City', 'Animal Factory', 'Assault on Wall Street']",9
Edward G. Robinson,"['Little Caesar', 'The Woman in the Window', 'Scarlet Street', 'The Stranger', 'Key Largo', 'The Ten Commandments', 'The Cincinnati Kid', 'Soylent Green']",8
Edward Herrmann,"['Reds', 'Overboard', 'Big Business', 'Richie Rich']",4
Edward Hibbert,['Taking Woodstock'],1
Edward James Olmos,"['Wolfen', 'Blade Runner', 'Stand and Deliver', 'Selena', ""A Dog's Way Home""]",5
Edward Jewesbury,['Richard III'],1
Edward Lachman,['Ken Park'],1
Edward Norton,"['Primal Fear', 'The People vs. Larry Flynt', 'Everyone Says I Love You', 'American History X', 'Rounders', 'Fight Club', 'Keeping the Faith', 'The Score', '25th Hour', 'Red Dragon', 'Death to Smoochy', 'The Italian Job', 'Down in the Valley', 'The Illusionist', 'The Painted Veil', 'The Incredible Hulk', 'Pride and Glory', 'Leaves of Grass', 'Stone', 'The Bourne Legacy', 'Birdman or (The Unexpected Virtue of Ignorance)', 'Collateral Beauty', 'Isle of Dogs', 'Motherless Brooklyn', 'Glass Onion']",25
Edward Rigby,['Young and Innocent'],1
Edward Sedgwick,['The Phantom of the Opera'],1
Edward Woods,['The Public Enemy'],1
Edward Woodward,"['The Wicker Man', 'Breaker Morant']",2
Edwin Hodge,"['As Above, So Below']",1
Edwin Neal,['The Texas Chain Saw Massacre'],1
Edwin Wright,['Turbo Kid'],1
Eero Aho,['The Unknown Soldier'],1
Eero Milonoff,['Border'],1
Efrem Zimbalist Jr.,"['Wait Until Dark', 'Airport 1975']",2
Efren Ramirez,['Napoleon Dynamite'],1
Efsun Akkurt,['A Small September Affair'],1
Ege Tanman,['My Father and My Son'],1
Eihi Shiina,"['Audition', 'Tokyo Gore Police']",2
Eiji Okada,"['Hiroshima Mon Amour', 'Woman in the Dunes']",2
Eiko Masuyama,['Lupin III: The Castle of Cagliostro'],1
Eiko Matsuda,['In the Realm of the Senses'],1
Eiko Miyoshi,['Stray Dog'],1
Eileen Atkins,"['Cold Mountain', 'Last Chance Harvey']",2
Eileen Brennan,"['Murder by Death', 'Private Benjamin', 'Clue']",3
Eileen Davies,['Sightseers'],1
Eileen Essell,['Duplex'],1
Eileen Heckart,['Burnt Offerings'],1
Eileen Ryan,['Anywhere But Here'],1
Eileen Walsh,['The Magdalene Sisters'],1
Eili Harboe,['Thelma'],1
Eilidh Rankin,['The Illusionist'],1
Eion Bailey,['Mindhunters'],1
Eiros,['The Gods Must Be Crazy II'],1
Eisaya Hosuwan,['Bad Genius'],1
Ekaterina Samsonov,['You Were Never Really Here'],1
El Hedi ben Salem,['Ali: Fear Eats the Soul'],1
Elaine Hendrix,"['The Parent Trap', 'Superstar']",2
Elaine Jin,['Yi Yi: A One and a Two...'],1
Elaine Stritch,"['September', 'Autumn in New York']",2
Elden Henson,"['The Mighty', 'Idle Hands', 'The Butterfly Effect']",3
Eleanor Audley,"['Cinderella', 'Sleeping Beauty']",2
Eleanor Bron,"['Two for the Road', 'A Little Princess']",2
Eleanor David,['Pink Floyd: The Wall'],1
Eleanor De Swaef-Roels,['The House'],1
Eleanor Parker,"['The Man with the Golden Arm', 'The Sound of Music']",2
Eleanor Tomlinson,['Love Wedding Repeat'],1
Eleanor Worthington-Cox,['Action Point'],1
Eleanor Wyld,['Frequencies'],1
Elena Anaya,"['Sex and Lucía', 'Fragile', 'Captain Alatriste: The Spanish Musketeer', 'In the Land of Women', 'Point Blank', 'Room in Rome', 'The Skin I Live In']",7
Elena Ballesteros,"[""Fermat's Room""]",1
Elena Lyadova,"['Elena', 'Leviathan']",2
Elena Lyons,['Club Dread'],1
Eleonora Brown,['Two Women'],1
Eleonora Giorgi,['Inferno'],1
Eleonora Giovanardi,['Quo vado?'],1
Elga Andersen,['Le Mans'],1
Eli Brown,['Run Hide Fight'],1
Eli Goree,"['Race', 'One Night in Miami...']",2
Eli Marienthal,['The Iron Giant'],1
Eli Roth,['Grindhouse'],1
Eli Wallach,"['The Magnificent Seven', 'The Good, the Bad and the Ugly', 'How to Steal a Million']",3
Elias Koteas,"['Teenage Mutant Ninja Turtles', 'Exotica', 'The Prophecy', 'Crash', 'Collateral Damage', 'The Greatest Game Ever Played', 'Defendor', 'The Fourth Kind', 'The Haunting in Connecticut', 'Dream House', 'The Last Days on Mars']",11
Elias McConnell,['Elephant'],1
Elias Schwarz,['Goodnight Mommy'],1
Eliazar Jimenez,['Never Rarely Sometimes Always'],1
Elijah Kelley,['Strange Magic'],1
Elijah Smith,['Boyhood'],1
Elijah Wood,"['Radio Flyer', 'Forever Young', 'The Good Son', 'The War', 'Flipper', 'Deep Impact', 'The Lord of the Rings: The Fellowship of the Ring', 'The Lord of the Rings: The Two Towers', 'The Lord of the Rings: The Return of the King', 'Green Street Hooligans', 'Everything Is Illuminated', 'Happy Feet', 'The Oxford Murders', '9', 'Happy Feet Two', 'Celeste & Jesse Forever', 'Maniac', 'Pawn Shop Chronicles', 'Grand Piano', 'Cooties', 'Open Windows', 'The Last Witch Hunter', 'The Trust', 'Come to Daddy']",24
Elina Salo,['The Match Factory Girl'],1
Elio Germano,"['Suburra', 'Rose Island']",2
Eliot Glazer,['An American Pickle'],1
Elisabeth Depardieu,['Jean de Florette'],1
Elisabeth Harnois,"['Ten Inch Hero', 'Keith', 'Mars Needs Moms']",3
Elisabeth Helander,"['You, the Living']",1
Elisabeth Moss,"['Did You Hear About the Morgans?', 'Get Him to the Greek', 'The One I Love', 'Truth', 'The Square', 'Us', 'Light of My Life', 'The Kitchen', 'The Invisible Man', 'Shirley']",10
Elisabeth Shue,"['The Karate Kid', 'Adventures in Babysitting', 'Cocktail', 'Leaving Las Vegas', 'The Saint', 'Hollow Man', 'Mysterious Skin', 'Hide and Seek', 'Hamlet 2', 'Piranha 3D', 'Chasing Mavericks', 'House at the End of the Street', 'Death Wish', 'Greyhound']",14
Elise Neal,['Money Talks'],1
Elise Schaap,['Ferry'],1
Elisha Ali,['Emelie'],1
Elisha Cuthbert,"['The Girl Next Door', 'The Quiet', 'House of Wax', 'He Was a Quiet Man', 'My Sassy Girl', 'Bandit']",6
Elissa Knight,['WALL·E'],1
Elissa Landi,['After the Thin Man'],1
Elit Iscan,['Mustang'],1
Eliza Bennett,['Inkheart'],1
Eliza Dushku,"['Bring It On', 'City by the Sea', 'The New Guy', 'Wrong Turn']",4
Eliza Rycembel,['Corpus Christi'],1
Eliza Scanlen,"['Little Women', 'Babyteeth']",2
Eliza Stuyck,['Inside'],1
Eliza Taylor,['Christmas Inheritance'],1
Elizabeth Ashley,"['Coma', ""Vampire's Kiss""]",2
Elizabeth Banks,"['Seabiscuit', 'Invincible', 'Slither', 'Meet Bill', 'Fred Claus', 'Role Models', 'Zack and Miri Make a Porno', 'W.', 'Meet Dave', 'The Uninvited', 'The Next Three Days', 'Our Idiot Brother', 'People Like Us', 'Man on a Ledge', 'The Lego Movie', 'Love & Mercy', 'Walk of Shame', 'The Happytime Murders', 'The Lego Movie 2: The Second Part', 'Brightburn', ""Charlie's Angels""]",21
Elizabeth Berkley,"['Showgirls', 'Roger Dodger']",2
Elizabeth Berridge,"['The Funhouse', 'Amadeus']",2
Elizabeth Berrington,['In Bruges'],1
Elizabeth Blake,['The Brown Bunny'],1
Elizabeth Bourgine,['A Heart in Winter'],1
Elizabeth Cappuccino,['Super Dark Times'],1
Elizabeth Daily,"['Valley Girl', ""Pee-wee's Big Adventure"", 'The Rugrats Movie', 'Babe: Pig in the City', 'Rugrats in Paris', 'The Powerpuff Girls Movie']",6
Elizabeth Debicki,"['The Man from U.N.C.L.E.', 'The Tale', 'Widows', 'Tenet']",4
Elizabeth Gracen,['Coherence'],1
Elizabeth Hartman,"['The Beguiled', 'The Secret of NIMH']",2
Elizabeth Hawthorne,['Adrift'],1
Elizabeth Hurley,"['Austin Powers: International Man of Mystery', 'My Favorite Martian', 'Bedazzled', 'Serving Sara']",4
Elizabeth Keener,['Please Give'],1
Elizabeth Lail,['Countdown'],1
Elizabeth Lawrence,['Sleeping with the Enemy'],1
Elizabeth Marvel,"['The Meyerowitz Stories', 'Swallow']",2
Elizabeth McGovern,"['Ragtime', ""She's Having a Baby"", 'Johnny Handsome', ""The Handmaid's Tale"", 'Downton Abbey: A New Era']",5
Elizabeth Mitchell,"['Frequency', 'The Santa Clause 2', 'The Purge: Election Year']",3
Elizabeth Moody,['Braindead'],1
Elizabeth Olsen,"['Martha Marcy May Marlene', 'Silent House', 'Liberal Arts', 'Red Lights', 'Very Good Girls', 'Oldboy', 'Godzilla', 'Wind River', 'Kodachrome', 'Ingrid Goes West', 'Doctor Strange in the Multiverse of Madness']",11
Elizabeth Perkins,"['About Last Night', 'Big', 'Miracle on 34th Street', '28 Days', 'Cats & Dogs', 'Speak', 'Must Love Dogs', 'Hop']",8
Elizabeth Reaser,"['Young Adult', 'Liberal Arts', 'Ouija: Origin of Evil']",3
Elizabeth Taylor,"['Father of the Bride', 'A Place in the Sun', 'Giant', 'Cat on a Hot Tin Roof', 'Suddenly, Last Summer', 'Cleopatra', ""Who's Afraid of Virginia Woolf?""]",7
Elke Sommer,['A Shot in the Dark'],1
Ella Anderson,"['The Possession of Michael King', 'The Boss', 'The Glass Castle']",3
Ella Balinska,"[""Charlie's Angels""]",1
Ella Ballentine,['The Monster'],1
Ella Holland,['The Exception'],1
Ella Hunt,['Anna and the Apocalypse'],1
Ella Josephine Lund Nilsson,['Skyggen i mit øje'],1
Ella Joyce,['Bubba Ho-Tep'],1
Ella Kenion,['The Knight Before Christmas'],1
Ella Purnell,"['Intruders', 'UFO', 'Army of the Dead']",3
Ella Rumpf,['Raw'],1
Ella Wahlestedt,['Earth to Echo'],1
Ellar Coltrane,"['Boyhood', 'The Circle']",2
Elle Fanning,"['The Door in the Floor', 'Reservation Road', 'The Nines', 'Somewhere', 'We Bought a Zoo', 'Super 8', 'Ginger & Rosa', 'Maleficent', 'Young Ones', '20th Century Women', 'Leap!', 'Live by Night', 'The Neon Demon', 'The Vanishing of Sidney Hall', 'Mary Shelley', 'The Beguiled', 'How to Talk to Girls at Parties', ""I Think We're Alone Now"", 'Maleficent: Mistress of Evil', 'A Rainy Day in New York', 'All the Bright Places']",21
Elle Macpherson,"['Sirens', 'The Edge']",2
Elle Russ,['Team America: World Police'],1
Ellen Barkin,"['The Adventures of Buckaroo Banzai Across the 8th Dimension', 'The Big Easy', 'Sea of Love', 'Johnny Handsome', 'Switch', ""This Boy's Life"", 'The Fan', 'Drop Dead Gorgeous', 'Palindromes', 'The Out-Laws']",10
Ellen Burstyn,"['The Exorcist', ""Alice Doesn't Live Here Anymore"", 'When a Man Loves a Woman', 'How to Make an American Quilt', 'Playing by Heart', 'Divine Secrets of the Ya-Ya Sisterhood', 'The Fountain', 'According to Greta', 'Pieces of a Woman']",9
Ellen Crawford,['The Man from Earth'],1
Ellen DeGeneres,"['Finding Nemo', 'Finding Dory']",2
Ellen Dorrit Petersen,['Thelma'],1
Ellen Greene,"['Little Shop of Horrors', 'Talk Radio']",2
Ellen Latzen,['Fatal Attraction'],1
Ellen Sandweiss,['The Evil Dead'],1
Ellen Wong,['The Void'],1
Ellery Sprayberry,['Wakefield'],1
Ellie Cornell,"['Halloween 4: The Return of Michael Myers', 'Halloween 5: The Revenge of Michael Myers']",2
Ellie Kemper,['Sex Tape'],1
Ellie Raab,['The Fabulous Baker Boys'],1
Elliot Cowan,"['Happy-Go-Lucky', 'Howl']",2
Elliot Knight,['Color Out of Space'],1
Elliot Page,"['Hard Candy', 'Juno', 'An American Crime', 'Smart People', 'Whip It', 'Inception', 'Super', 'Peacock', 'To Rome with Love', 'The East', 'Freeheld', 'Into the Forest', 'Tallulah', 'Flatliners']",14
Elliott Fullam,['Terrifier 2'],1
Elliott Gould,"['M*A*S*H', 'The Long Goodbye', 'Capricorn One']",3
Elliott Reid,['Gentlemen Prefer Blondes'],1
Ellise Chappell,['Yesterday'],1
Ellora Torchia,['In the Earth'],1
Elly Curtis,['The Rhythm Section'],1
Elodie Harrod,['The Trip'],1
Elodie Yung,"[""The Hitman's Bodyguard""]",1
Eloise Laurence,['Broken'],1
Elpidia Carrillo,"['Predator', 'The Brave']",2
Elsa Lanchester,"['The Bride of Frankenstein', 'Witness for the Prosecution']",2
Elsa Martinelli,['Hatari!'],1
Elsa Zylberstein,"['Modigliani', ""I've Loved You So Long""]",2
Elsie Fisher,['Eighth Grade'],1
Elton John,['Tommy'],1
Elvira Onetto,['Terrified'],1
Elya Baskin,['The Name of the Rose'],1
Elyane Nadeau,['Martin'],1
Elyas M'Barek,"['Suck Me Shakespeer', 'Who Am I', 'Suck Me Shakespeer 2', 'The Collini Case']",4
Elyes Gabel,['Justice League vs the Fatal Five'],1
Emayatzy Corinealdi,"['The Invitation', 'Miles Ahead']",2
Embeth Davidtz,"['Army of Darkness', 'Murder in the First', 'Matilda', 'Fallen', 'The Gingerbread Man', 'Bicentennial Man', 'Thir13en Ghosts', ""The Emperor's Club"", 'Junebug', 'Europa Report']",10
Emelie Garbers,['Aniara'],1
Emeric Pressburger,"['The Life and Death of Colonel Blimp', 'Stairway to Heaven', 'Black Narcissus', 'The Red Shoes']",4
Emi Shinohara,['Ninja Scroll'],1
Emi Takei,"['Rurouni Kenshin Part I: Origins', 'Rurouni Kenshin Part II: Kyoto Inferno', 'Rurouni Kenshin: The Legend Ends']",3
Emil Chau,['Gorgeous'],1
Emil Hass Christensen,['Ordet'],1
Emil Jannings,"['The Last Laugh', 'Faust', 'Der blaue Engel']",3
Emil Marwa,['Doghouse'],1
Emile Hirsch,"[""The Emperor's Club"", 'The Dangerous Lives of Altar Boys', 'The Girl Next Door', 'Lords of Dogtown', 'Alpha Dog', 'Into the Wild', 'Milk', 'Speed Racer', 'Killer Joe', 'The Darkest Hour', 'Twice Born', 'Lone Survivor', 'Prince Avalanche', 'The Autopsy of Jane Doe', 'Freaks', 'Once Upon a Time in Hollywood']",16
Emilee Wallace,['Balls Out: Gary the Tennis Coach'],1
Emilia Clarke,"['Dom Hemingway', 'Terminator Genisys', 'Me Before You', 'Voice from the Stone', 'Solo: A Star Wars Story']",5
Emilia Fox,"['The Pianist', 'Cashback']",2
Emilia Jones,"['Brimstone', 'Incident in a Ghostland', 'CODA']",3
Emilie Kurz,['The Last Laugh'],1
Emilie de Ravin,"['Brick', ""Santa's Slay"", 'The Hills Have Eyes', 'Remember Me']",4
Emilio Buale,['The Platform'],1
Emilio Estevez,"['Repo Man', 'The Breakfast Club', ""St. Elmo's Fire"", 'Maximum Overdrive', 'Stakeout', 'Young Guns', 'Young Guns II', 'Men at Work', 'The Mighty Ducks', 'Freejack', 'Judgment Night', 'Loaded Weapon 1', 'Another Stakeout', 'D2: The Mighty Ducks', 'D3: The Mighty Ducks', 'The Way']",16
Emilio Gavira,['Blancanieves'],1
Emilio Rivera,"['Ali G Indahouse', ""Flamin' Hot""]",2
Emilio Subercaseaux Campos,['The Devil All the Time'],1
Emily Alyn Lind,"['The Haunting in Connecticut 2: Ghosts of Georgia', 'Hidden', 'The Babysitter: Killer Queen']",3
Emily Bader,['Paranormal Activity: Next of Kin'],1
Emily Baldoni,['Coherence'],1
Emily Barclay,"[""Legend of the Guardians: The Owls of Ga'Hoole""]",1
Emily Beecham,['Outside the Wire'],1
Emily Blunt,"['My Summer of Love', 'The Devil Wears Prada', 'Wind Chill', 'Sunshine Cleaning', 'The Great Buck Howard', 'The Young Victoria', 'Wild Target', 'The Wolfman', ""Gulliver's Travels"", 'The Adjustment Bureau', 'Salmon Fishing in the Yemen', ""Your Sister's Sister"", 'Gnomeo & Juliet', 'Looper', 'The Five-Year Engagement', 'Edge of Tomorrow', 'Into the Woods', 'Sicario', 'The Girl on the Train', ""The Huntsman: Winter's War"", 'A Quiet Place', 'Mary Poppins Returns', 'Sherlock Gnomes', 'A Quiet Place Part II', 'Wild Mountain Thyme', 'Jungle Cruise', 'Oppenheimer']",27
Emily Browning,"['The Uninvited', 'Sucker Punch', 'Sleeping Beauty', 'Magic Magic', 'Pompeii', 'Legend']",6
Emily Chu,['A Better Tomorrow'],1
Emily Hampshire,"['Snow Cake', 'An Awkward Sexual Adventure']",2
Emily Meade,"['Nerve', 'Trial by Fire']",2
Emily Montague,['Resolution'],1
Emily Morgan,"[""The French Lieutenant's Woman""]",1
Emily Mortimer,"['The Kid', 'Formula 51', 'Young Adam', 'Dear Frankie', 'Match Point', 'The Pink Panther', 'Lars and the Real Girl', 'Chaos Theory', 'Redbelt', 'Transsiberian', 'City Island', 'Harry Brown', 'The Pink Panther 2', 'Shutter Island', 'Cars 2', 'Spectral', 'The Bookshop', 'Mary Poppins Returns', 'Relic']",19
Emily Perkins,"['Ginger Snaps', 'Ginger Snaps 2: Unleashed', 'Ginger Snaps Back: The Beginning']",3
Emily Ratajkowski,"['We Are Your Friends', 'In Darkness', 'I Feel Pretty']",3
Emily Robinson,"['Once Upon a Time in Venice', 'Eighth Grade']",2
Emily Rudd,['Fear Street: Part Two - 1978'],1
Emily Tosta,"[""Willy's Wonderland""]",1
Emily VanCamp,['Carriers'],1
Emily Watson,"['Breaking the Waves', 'The Boxer', 'Hilary and Jackie', ""Angela's Ashes"", 'Punch-Drunk Love', 'Equilibrium', 'The Life and Death of Peter Sellers', 'Corpse Bride', 'The Proposition', 'Miss Potter', 'The Water Horse', 'Fireflies in the Garden', 'Cold Souls', 'War Horse', 'The Book Thief', 'Belle', 'Little Boy', 'A Royal Night Out']",18
Eminem,['8 Mile'],1
Emir Ali Dogrul,['Paper Lives'],1
Emma Bading,['Berlin Syndrome'],1
Emma Bell,"['Frozen', 'Final Destination 5']",2
Emma Berman,['Luca'],1
Emma Booth,"['The Boys Are Back', 'Blood Creek', 'Hounds of Love']",3
Emma Campbell,['The Woods'],1
Emma Catherine Rigby,['The Physician'],1
Emma Caulfield Ford,"['Darkness Falls', 'Timer']",2
Emma Cleasby,['Dog Soldiers'],1
Emma Corrin,"[""Lady Chatterley's Lover"", 'My Policeman']",2
Emma Danieli,['The Last Man on Earth'],1
Emma De Swaef,['The House'],1
Emma Dumont,['Wrong Turn'],1
Emma Fitzpatrick,"['The Collection', 'Before We Go']",2
Emma Fuhrmann,['The Magic of Belle Isle'],1
Emma Greenwell,['Love & Friendship'],1
Emma Karwandy,['Shattered'],1
Emma King,['The Vanishing'],1
Emma Louise Webb,['Host'],1
Emma Myers,['Girl in the Basement'],1
Emma Nelson,"[""Where'd You Go, Bernadette""]",1
Emma Roberts,"['Aquamarine', 'Nancy Drew', 'Lymelife', 'Wild Child', 'Hotel for Dogs', ""It's Kind of a Funny Story"", '4.3.2.1.', 'Twelve', 'The Art of Getting By', 'Celeste & Jesse Forever', ""We're the Millers"", 'Palo Alto', 'Adult World', 'Ashby', ""The Blackcoat's Daughter"", 'Nerve', 'Little Italy', 'Billionaire Boys Club', 'Paradise Hills', 'Holidate']",20
Emma Samuelsson,['Together'],1
Emma Shorey,['The Woman in Black'],1
Emma Stone,"['The House Bunny', 'Zombieland', 'Paper Man', 'Ghosts of Girlfriends Past', 'Easy A', 'The Help', 'Crazy, Stupid, Love.', 'The Amazing Spider-Man', 'The Croods', 'Gangster Squad', 'The Amazing Spider-Man 2', 'Magic in the Moonlight', 'Irrational Man', 'Aloha', 'La La Land', 'Battle of the Sexes', 'The Favourite', 'Zombieland: Double Tap', 'The Croods: A New Age', 'Cruella']",20
Emma Thompson,"['Dead Again', 'Howards End', ""Peter's Friends"", 'The Remains of the Day', 'Much Ado About Nothing', 'Sense and Sensibility', 'Primary Colors', 'Treasure Planet', 'Nanny McPhee', 'Stranger Than Fiction', 'Last Chance Harvey', 'Nanny McPhee Returns', 'Brave', 'Saving Mr. Banks', 'Beautiful Creatures', 'The Love Punch', 'A Walk in the Woods', 'The Children Act', 'Johnny English Strikes Again', 'Last Christmas', 'Late Night', 'Cruella', 'Good Luck to You, Leo Grande', ""Roald Dahl's Matilda the Musical""]",24
Emma Watson,"['Harry Potter and the Chamber of Secrets', 'Harry Potter and the Prisoner of Azkaban', 'Harry Potter and the Goblet of Fire', 'Harry Potter and the Order of the Phoenix', 'The Tale of Despereaux', 'Harry Potter and the Half-Blood Prince', 'Harry Potter and the Deathly Hallows: Part 1', 'Harry Potter and the Deathly Hallows: Part 2', 'The Perks of Being a Wallflower', 'The Bling Ring', 'Noah', 'Colonia', 'Regression', 'Beauty and the Beast', 'The Circle', 'Little Women']",16
