stars,title,appearances
Satish Shah,Jaane Bhi Do Yaaro,3
Oleg Yankovskiy,Nostalghia,3
Erland Josephson,Nostalghia,3
Domiziana Giordano,Nostalghia,1
Patrizia Terreno,Nostalghia,1
Peter Billingsley,A Christmas Story,2
Melinda Dillon,A Christmas Story,4
Darren McGavin,A Christmas Story,2
Scott Schwartz,A Christmas Story,2
Sam Shepard,The Right Stuff,11
Scott Glenn,The Right Stuff,12
Ed Harris,The Right Stuff,33
Dennis Quaid,The Right Stuff,47
Woody Allen,Zelig,28
Mia Farrow,Zelig,18
Patrick Horgan,Zelig,1
John Buckwalter,Zelig,1
Eddie Murphy,Trading Places,34
Dan Aykroyd,Trading Places,24
Ralph Bellamy,Trading Places,4
Don Ameche,Trading Places,4
Terry Gilliam,The Meaning of Life,5
John Cleese,The Meaning of Life,15
Terry Gilliam,The Meaning of Life,5
Eric Idle,The Meaning of Life,4
Terry Jones,The Meaning of Life,2
Shirley MacLaine,Terms of Endearment,13
Debra Winger,Terms of Endearment,12
Jack Nicholson,Terms of Endearment,30
Danny DeVito,Terms of Endearment,25
Christian Patey,L'Argent,1
Sylvie Van den Elsen,L'Argent,1
Michel Briguet,L'Argent,1
Vincent Risterucci,L'Argent,1
Chevy Chase,National Lampoon's Vacation,16
Beverly D'Angelo,National Lampoon's Vacation,8
Imogene Coca,National Lampoon's Vacation,1
Randy Quaid,National Lampoon's Vacation,13
Burt Lancaster,Local Hero,18
Peter Riegert,Local Hero,4
Fulton Mackay,Local Hero,1
Denis Lawson,Local Hero,2
Robert Duvall,Tender Mercies,30
Tess Harper,Tender Mercies,2
Betty Buckley,Tender Mercies,2
Wilford Brimley,Tender Mercies,5
Amanda Langlet,Pauline at the Beach,1
Arielle Dombasle,Pauline at the Beach,1
Pascal Greggory,Pauline at the Beach,2
Sammo Kam-Bo Hung,Project A,5
Jackie Chan,Project A,46
Sammo Kam-Bo Hung,Project A,5
Biao Yuen,Project A,4
Dick Wei,Project A,1
James Woods,Videodrome,16
Debbie Harry,Videodrome,3
Sonja Smits,Videodrome,1
Peter Dvorsky,Videodrome,1
Christopher Walken,The Dead Zone,31
Brooke Adams,The Dead Zone,3
Tom Skerritt,The Dead Zone,8
Herbert Lom,The Dead Zone,7
Sean Penn,Bad Boys,31
Reni Santoni,Bad Boys,3
Jim Moody,Bad Boys,1
Eric Gurry,Bad Boys,1
Erwin Leder,Angst,1
Silvia Ryder,Angst,1
Karin Springer,Angst,1
David Bowie,Merry Christmas Mr. Lawrence,4
Tom Conti,Merry Christmas Mr. Lawrence,1
Ryuichi Sakamoto,Merry Christmas Mr. Lawrence,1
Takeshi Kitano,Merry Christmas Mr. Lawrence,9
Michael Caine,Educating Rita,45
Julie Walters,Educating Rita,9
Michael Williams,Educating Rita,1
Maureen Lipman,Educating Rita,1
Matthew Broderick,WarGames,22
Ally Sheedy,WarGames,5
John Wood,WarGames,2
Dabney Coleman,WarGames,4
Matt Dillon,Rumble Fish,19
Mickey Rourke,Rumble Fish,19
Diane Lane,Rumble Fish,22
Dennis Hopper,Rumble Fish,17
Tom Berenger,The Big Chill,13
Glenn Close,The Big Chill,24
Jeff Goldblum,The Big Chill,16
William Hurt,The Big Chill,21
Meryl Streep,Silkwood,45
Kurt Russell,Silkwood,34
Cher,Silkwood,10
Craig T. Nelson,Silkwood,10
Terence Hill,Go for It,8
Bud Spencer,Go for It,7
Buffy Dee,Go for It,1
David Huddleston,Go for It,3
C. Thomas Howell,The Outsiders,3
Matt Dillon,The Outsiders,19
Ralph Macchio,The Outsiders,6
Patrick Swayze,The Outsiders,12
Tom Cruise,Risky Business,38
Rebecca De Mornay,Risky Business,6
Joe Pantoliano,Risky Business,6
Richard Masur,Risky Business,3
Mel Brooks,To Be or Not to Be,8
Anne Bancroft,To Be or Not to Be,9
Ronny Graham,To Be or Not to Be,1
Estelle Reiner,To Be or Not to Be,1
Keith Gordon,Christine,4
John Stockwell,Christine,1
Alexandra Paul,Christine,1
Robert Prosky,Christine,5
Jason Robards,Something Wicked This Way Comes,9
Jonathan Pryce,Something Wicked This Way Comes,11
Diane Ladd,Something Wicked This Way Comes,2
Royal Dano,Something Wicked This Way Comes,2
William Hurt,Gorky Park,21
Lee Marvin,Gorky Park,10
Brian Dennehy,Gorky Park,9
Ian Bannen,Gorky Park,3
Catherine Deneuve,The Hunger,14
David Bowie,The Hunger,4
Susan Sarandon,The Hunger,35
Cliff De Young,The Hunger,3
Michael Keaton,Mr. Mom,29
Teri Garr,Mr. Mom,5
Frederick Koehler,Mr. Mom,1
Taliesin Jaffe,Mr. Mom,1
Anthony Perkins,Psycho II,6
Vera Miles,Psycho II,5
Meg Tilly,Psycho II,4
Robert Loggia,Psycho II,11
Clint Eastwood,Sudden Impact,49
Sondra Locke,Sudden Impact,6
Pat Hingle,Sudden Impact,8
Bradford Dillman,Sudden Impact,6
Barbra Streisand,Yentl,9
Amy Irving,Yentl,4
Mandy Patinkin,Yentl,4
Nehemiah Persoff,Yentl,2
Dave Thomas,Strange Brew,2
Rick Moranis,Strange Brew,10
Dave Thomas,Strange Brew,2
Max von Sydow,Strange Brew,26
Paul Dooley,Strange Brew,2
Roger Moore,Octopussy,10
Maud Adams,Octopussy,3
Louis Jourdan,Octopussy,4
Kristina Wayborn,Octopussy,1
Randy Norton,Fire and Ice,1
Cynthia Leake,Fire and Ice,1
Steve Sandor,Fire and Ice,1
Sean Hannon,Fire and Ice,1
Nicolas Cage,Valley Girl,63
Deborah Foreman,Valley Girl,3
Elizabeth Daily,Valley Girl,6
Michael Bowen,Valley Girl,3
John Landis,Twilight Zone: The Movie,2
George Miller,Twilight Zone: The Movie,2
Steven Spielberg,Twilight Zone: The Movie,1
Dan Aykroyd,Twilight Zone: The Movie,24
Albert Brooks,Twilight Zone: The Movie,10
Vic Morrow,Twilight Zone: The Movie,2
Doug McGrath,Twilight Zone: The Movie,1
Roy Scheider,Blue Thunder,10
Warren Oates,Blue Thunder,6
Candy Clark,Blue Thunder,2
Daniel Stern,Blue Thunder,13
Steve Martin,The Man with Two Brains,34
Kathleen Turner,The Man with Two Brains,11
David Warner,The Man with Two Brains,9
Paul Benedict,The Man with Two Brains,2
Christopher Walken,Brainstorm,31
Natalie Wood,Brainstorm,5
Louise Fletcher,Brainstorm,4
Cliff Robertson,Brainstorm,5
Gene Hackman,Uncommon Valor,38
Patrick Swayze,Uncommon Valor,12
Robert Stack,Uncommon Valor,5
Fred Ward,Uncommon Valor,11
Chuck Norris,Lone Wolf McQuade,5
David Carradine,Lone Wolf McQuade,8
Barbara Carrera,Lone Wolf McQuade,1
Leon Isaac Kennedy,Lone Wolf McQuade,1
Felissa Rose,Sleepaway Camp,1
Jonathan Tiersten,Sleepaway Camp,1
Karen Fields,Sleepaway Camp,1
Christopher Collet,Sleepaway Camp,1
Jennifer Beals,Flashdance,5
Michael Nouri,Flashdance,2
Lilia Skala,Flashdance,3
Sunny Johnson,Flashdance,1
Ken Marshall,Krull,1
Lysette Anthony,Krull,2
Freddie Jones,Krull,5
Francesca Annis,Krull,4
Dee Wallace,Cujo,4
Daniel Hugh Kelly,Cujo,1
Danny Pintauro,Cujo,1
Christopher Stone,Cujo,2
Sean Connery,Never Say Never Again,35
Kim Basinger,Never Say Never Again,18
Klaus Maria Brandauer,Never Say Never Again,4
Max von Sydow,Never Say Never Again,26
Tom Cruise,All the Right Moves,38
Lea Thompson,All the Right Moves,6
Craig T. Nelson,All the Right Moves,10
Charles Cioffi,All the Right Moves,4
Jacqueline Bisset,Class,6
Rob Lowe,Class,8
Andrew McCarthy,Class,5
Cliff Robertson,Class,5
Richard Gere,Breathless,28
Art Metrano,Breathless,1
John P. Ryan,Breathless,3
Scott Glenn,The Keep,12
Ian McKellen,The Keep,19
Alberta Watson,The Keep,1
Christopher Reeve,Superman III,8
Richard Pryor,Superman III,8
Margot Kidder,Superman III,6
Jackie Cooper,Superman III,1
Dan Monahan,Porky's II: The Next Day,3
Wyatt Knight,Porky's II: The Next Day,2
Mark Herrier,Porky's II: The Next Day,2
Roger Wilson,Porky's II: The Next Day,2
Bozidar 'Bota' Nikolic,Balkan Spy,1
Danilo 'Bata' Stojkovic,Balkan Spy,3
Bora Todorovic,Balkan Spy,2
Mira Banjac,Balkan Spy,1
Sonja Savic,Balkan Spy,1
F. Murray Abraham,Amadeus,5
Tom Hulce,Amadeus,4
Elizabeth Berridge,Amadeus,2
Roy Dotrice,Amadeus,2
Arnold Schwarzenegger,The Terminator,28
Linda Hamilton,The Terminator,6
Michael Biehn,The Terminator,9
Paul Winfield,The Terminator,2
Harry Dean Stanton,"Paris, Texas",6
Nastassja Kinski,"Paris, Texas",6
Dean Stockwell,"Paris, Texas",1
Sam Berry,"Paris, Texas",1
Sumi Shimamoto,Nausicaä of the Valley of the Wind,1
Mahito Tsujimura,Nausicaä of the Valley of the Wind,1
Rob Reiner,This Is Spinal Tap,1
Michael McKean,This Is Spinal Tap,7
Christopher Guest,This Is Spinal Tap,5
Kimberly Stringer,This Is Spinal Tap,1
Bill Murray,Ghostbusters,33
Dan Aykroyd,Ghostbusters,24
Sigourney Weaver,Ghostbusters,31
Harold Ramis,Ghostbusters,4
Sam Waterston,The Killing Fields,6
Haing S. Ngor,The Killing Fields,2
John Malkovich,The Killing Fields,30
Julian Sands,The Killing Fields,8
Ethan Coen,Blood Simple,10
John Getz,Blood Simple,5
Frances McDormand,Blood Simple,21
Dan Hedaya,Blood Simple,6
M. Emmet Walsh,Blood Simple,4
Harrison Ford,Indiana Jones and the Temple of Doom,39
Kate Capshaw,Indiana Jones and the Temple of Doom,4
Ke Huy Quan,Indiana Jones and the Temple of Doom,2
Amrish Puri,Indiana Jones and the Temple of Doom,11
Wieslaw Michnikowski,Sexmission,1
Jerzy Stuhr,Sexmission,3
Olgierd Lukaszewicz,Sexmission,1
Dorota Stalinska,Sexmission,1
Heather Langenkamp,A Nightmare on Elm Street,4
Johnny Depp,A Nightmare on Elm Street,49
Robert Englund,A Nightmare on Elm Street,9
John Saxon,A Nightmare on Elm Street,5
Robert Redford,The Natural,31
Robert Duvall,The Natural,30
Glenn Close,The Natural,24
Kim Basinger,The Natural,18
John Lurie,Stranger Than Paradise,3
Eszter Balint,Stranger Than Paradise,1
Richard Edson,Stranger Than Paradise,2
Cecillia Stark,Stranger Than Paradise,1
Sally Field,Places in the Heart,15
Lindsay Crouse,Places in the Heart,4
Ed Harris,Places in the Heart,33
Amy Madigan,Places in the Heart,4
Woody Allen,Broadway Danny Rose,28
Mia Farrow,Broadway Danny Rose,18
Nick Apollo Forte,Broadway Danny Rose,1
Sandy Baron,Broadway Danny Rose,2
Noah Hathaway,The NeverEnding Story,1
Barret Oliver,The NeverEnding Story,1
Tami Stronach,The NeverEnding Story,1
Gerald McRaney,The NeverEnding Story,2
Ralph Macchio,The Karate Kid,6
Pat Morita,The Karate Kid,5
Elisabeth Shue,The Karate Kid,14
Martin Kove,The Karate Kid,1
Eddie Murphy,Beverly Hills Cop,34
Judge Reinhold,Beverly Hills Cop,6
John Ashton,Beverly Hills Cop,3
Lisa Eilbacher,Beverly Hills Cop,1
Zach Galligan,Gremlins,4
Phoebe Cates,Gremlins,3
Hoyt Axton,Gremlins,2
John Louie,Gremlins,1
Judy Davis,A Passage to India,9
Victor Banerjee,A Passage to India,1
Peggy Ashcroft,A Passage to India,3
James Fox,A Passage to India,4
Hanna Zetterberg,Ronia: The Robber's Daughter,1
Lena Nyman,Ronia: The Robber's Daughter,2
David Zucker,Top Secret!,3
Jerry Zucker,Top Secret!,3
Val Kilmer,Top Secret!,25
Omar Sharif,Top Secret!,5
Jeremy Kemp,Top Secret!,1
Warren Clarke,Top Secret!,2
Matthew Modine,Birdy,5
Nicolas Cage,Birdy,63
John Harkins,Birdy,1
Sandy Baron,Birdy,2
Howard E. Rollins Jr.,A Soldier's Story,2
Adolph Caesar,A Soldier's Story,1
Art Evans,A Soldier's Story,2
David Alan Grier,A Soldier's Story,4
John Hurt,1984,17
Richard Burton,1984,10
Suzanna Hamilton,1984,1
Cyril Cusack,1984,4
Terence Hill,Double Trouble,8
Bud Spencer,Double Trouble,7
April Clough,Double Trouble,1
Harold Bergman,Double Trouble,1
Carmen Maura,What Have I Done to Deserve This?,6
Luis Hostalot,What Have I Done to Deserve This?,1
Ryo Hiruma,What Have I Done to Deserve This?,1
Molly Ringwald,Sixteen Candles,4
Anthony Michael Hall,Sixteen Candles,3
Justin Henry,Sixteen Candles,2
Michael Schoeffling,Sixteen Candles,2
Mel Gibson,The Bounty,40
Anthony Hopkins,The Bounty,47
Laurence Olivier,The Bounty,11
Edward Fox,The Bounty,5
Jeff Bridges,Starman,38
Karen Allen,Starman,8
Charles Martin Smith,Starman,4
Richard Jaeckel,Starman,2
Jackie Chan,Wheels on Meals,46
Biao Yuen,Wheels on Meals,4
Sammo Kam-Bo Hung,Wheels on Meals,5
Benny Urquidez,Wheels on Meals,1
Michael Douglas,Romancing the Stone,35
Kathleen Turner,Romancing the Stone,11
Danny DeVito,Romancing the Stone,25
Zack Norman,Romancing the Stone,1
Harry Dean Stanton,Repo Man,6
Emilio Estevez,Repo Man,16
Tracey Walter,Repo Man,1
Olivia Barash,Repo Man,1
Craig Wasson,Body Double,2
Melanie Griffith,Body Double,14
Gregg Henry,Body Double,2
Deborah Shelton,Body Double,1
Jim Henson,The Muppets Take Manhattan,4
Frank Oz,The Muppets Take Manhattan,5
Dave Goelz,The Muppets Take Manhattan,5
Steve Whitmire,The Muppets Take Manhattan,4
Steve Guttenberg,Police Academy,11
G.W. Bailey,Police Academy,1
Kim Cattrall,Police Academy,7
Bubba Smith,Police Academy,4
Lance Guest,The Last Starfighter,1
Robert Preston,The Last Starfighter,4
Kay E. Kuter,The Last Starfighter,1
Dan Mason,The Last Starfighter,1
Diane Lane,Streets of Fire,22
Rick Moranis,Streets of Fire,10
Amy Madigan,Streets of Fire,4
Roy Scheider,2010: The Year We Make Contact,10
John Lithgow,2010: The Year We Make Contact,20
Helen Mirren,2010: The Year We Make Contact,27
Bob Balaban,2010: The Year We Make Contact,6
Michael Elphick,The Element of Crime,1
Esmond Knight,The Element of Crime,2
Me Me Lai,The Element of Crime,1
Jerold Wells,The Element of Crime,1
Kevin Bacon,Footloose,29
Lori Singer,Footloose,3
John Lithgow,Footloose,20
Dianne Wiest,Footloose,17
Robert Carradine,Revenge of the Nerds,3
Anthony Edwards,Revenge of the Nerds,8
Timothy Busfield,Revenge of the Nerds,4
Andrew Cassese,Revenge of the Nerds,1
William Shatner,Star Trek III: The Search for Spock,9
Leonard Nimoy,Star Trek III: The Search for Spock,8
DeForest Kelley,Star Trek III: The Search for Spock,6
James Doohan,Star Trek III: The Search for Spock,6
Sarah Patterson,The Company of Wolves,1
Angela Lansbury,The Company of Wolves,8
David Warner,The Company of Wolves,9
Graham Crowden,The Company of Wolves,1
Steve Martin,All of Me,34
Lily Tomlin,All of Me,6
Victoria Tennant,All of Me,3
Madolyn Smith Osborne,All of Me,3
Prince,Purple Rain,1
Apollonia Kotero,Purple Rain,1
Morris Day,Purple Rain,1
Olga Karlatos,Purple Rain,1
Michael Keaton,Johnny Dangerously,29
Joe Piscopo,Johnny Dangerously,1
Marilu Henner,Johnny Dangerously,1
Maureen Stapleton,Johnny Dangerously,3
Richard Gere,The Cotton Club,28
Gregory Hines,The Cotton Club,6
Diane Lane,The Cotton Club,22
Lonette McKee,The Cotton Club,2
Robin Williams,Moscow on the Hudson,38
Maria Conchita Alonso,Moscow on the Hudson,5
Cleavant Derricks,Moscow on the Hudson,1
Alejandro Rey,Moscow on the Hudson,1
Robert De Niro,Falling in Love,69
Meryl Streep,Falling in Love,45
Harvey Keitel,Falling in Love,24
Jane Kaczmarek,Falling in Love,1
Christopher Lambert,"Greystoke: The Legend of Tarzan, Lord of the Apes",6
Andie MacDowell,"Greystoke: The Legend of Tarzan, Lord of the Apes",15
Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",6
Ian Holm,"Greystoke: The Legend of Tarzan, Lord of the Apes",10
Kyle MacLachlan,Dune,6
Virginia Madsen,Dune,11
Francesca Annis,Dune,4
Leonardo Cimino,Dune,1
Patrick Swayze,Red Dawn,12
C. Thomas Howell,Red Dawn,3
Lea Thompson,Red Dawn,6
Charlie Sheen,Red Dawn,19
Tom Hanks,Bachelor Party,52
Tawny Kitaen,Bachelor Party,1
Adrian Zmed,Bachelor Party,1
George Grizzard,Bachelor Party,1
Tom Hanks,Splash,52
Daryl Hannah,Splash,10
Eugene Levy,Splash,12
John Candy,Splash,18
Catherine Mary Stewart,Night of the Comet,2
Kelli Maroney,Night of the Comet,2
Robert Beltran,Night of the Comet,1
Sharon Farrell,Night of the Comet,1
Dennis Quaid,Dreamscape,47
Max von Sydow,Dreamscape,26
Christopher Plummer,Dreamscape,27
Eddie Albert,Dreamscape,4
Clint Eastwood,Tightrope,49
Clint Eastwood,Tightrope,49
Dan Hedaya,Tightrope,6
Alison Eastwood,Tightrope,1
Peter Weller,The Adventures of Buckaroo Banzai Across the 8th Dimension,6
John Lithgow,The Adventures of Buckaroo Banzai Across the 8th Dimension,20
Ellen Barkin,The Adventures of Buckaroo Banzai Across the 8th Dimension,10
Jeff Goldblum,The Adventures of Buckaroo Banzai Across the 8th Dimension,16
Lloyd Kaufman,The Toxic Avenger,1
Andree Maranda,The Toxic Avenger,1
Mitch Cohen,The Toxic Avenger,1
Jennifer Babtist,The Toxic Avenger,1
Cindy Manion,The Toxic Avenger,1
Nancy Allen,The Philadelphia Experiment,6
Eric Christmas,The Philadelphia Experiment,1
Bobby Di Cicco,The Philadelphia Experiment,2
Erich Anderson,Friday the 13th: The Final Chapter,2
Judie Aronson,Friday the 13th: The Final Chapter,2
Peter Barton,Friday the 13th: The Final Chapter,1
Kimberly Beck,Friday the 13th: The Final Chapter,1
Drew Barrymore,Firestarter,26
David Keith,Firestarter,2
Freddie Jones,Firestarter,5
Heather Locklear,Firestarter,5
Arnold Schwarzenegger,Conan the Destroyer,28
Grace Jones,Conan the Destroyer,2
Olivia d'Abo,Conan the Destroyer,3
Wilt Chamberlain,Conan the Destroyer,1
Rachel Ward,Against All Odds,2
Jeff Bridges,Against All Odds,38
James Woods,Against All Odds,16
Alex Karras,Against All Odds,1
Gene Wilder,The Woman in Red,10
Kelly LeBrock,The Woman in Red,4
Charles Grodin,The Woman in Red,8
Joseph Bologna,The Woman in Red,3
Michael Caine,Blame It on Rio,45
Michelle Johnson,Blame It on Rio,1
Demi Moore,Blame It on Rio,23
Joseph Bologna,Blame It on Rio,3
Tom Selleck,Runaway,7
Cynthia Rhodes,Runaway,2
Gene Simmons,Runaway,1
Kirstie Alley,Runaway,7
Lilyan Chauvin,"Silent Night, Deadly Night",1
Gilmer McCormick,"Silent Night, Deadly Night",1
Toni Nero,"Silent Night, Deadly Night",1
Robert Brian Wilson,"Silent Night, Deadly Night",1
Peter Horton,Children of the Corn,2
Linda Hamilton,Children of the Corn,6
R.G. Armstrong,Children of the Corn,3
John Franklin,Children of the Corn,1
Robert Urich,The Ice Pirates,1
Mary Crosby,The Ice Pirates,1
Michael D. Roberts,The Ice Pirates,1
Anjelica Huston,The Ice Pirates,14
John Heard,C.H.U.D.,12
Daniel Stern,C.H.U.D.,13
Christopher Curry,C.H.U.D.,1
Kim Greist,C.H.U.D.,4
Clint Eastwood,City Heat,49
Burt Reynolds,City Heat,12
Jane Alexander,City Heat,4
Madeline Kahn,City Heat,8
Chuck Norris,Missing in Action,5
M. Emmet Walsh,Missing in Action,4
David Tress,Missing in Action,1
Lenore Kasdorf,Missing in Action,1
Ralph Bakshi,Cannonball Run II,1
Burt Reynolds,Cannonball Run II,12
Dom DeLuise,Cannonball Run II,9
Dean Martin,Cannonball Run II,5
Sammy Davis Jr.,Cannonball Run II,2
Sener Sen,Zügürt Aga,13
Michael J. Fox,Back to the Future,17
Christopher Lloyd,Back to the Future,18
Lea Thompson,Back to the Future,6
Crispin Glover,Back to the Future,8
Aleksey Kravchenko,Come and See,1
Olga Mironova,Come and See,1
Liubomiras Laucevicius,Come and See,1
Vladas Bagdonas,Come and See,1
Tatsuya Nakadai,Ran,7
Akira Terao,Ran,3
Jinpachi Nezu,Ran,2
Jonathan Pryce,Brazil,11
Kim Greist,Brazil,4
Robert De Niro,Brazil,69
Katherine Helmond,Brazil,3
Ken Watanabe,Tampopo,9
Tsutomu Yamazaki,Tampopo,4
Nobuko Miyamoto,Tampopo,1
Ken Ogata,Mishima: A Life in Four Chapters,2
Masayuki Shionoya,Mishima: A Life in Four Chapters,1
Hiroshi Mikami,Mishima: A Life in Four Chapters,1
Junya Fukuda,Mishima: A Life in Four Chapters,1
Emilio Estevez,The Breakfast Club,16
Judd Nelson,The Breakfast Club,3
Molly Ringwald,The Breakfast Club,4
Ally Sheedy,The Breakfast Club,5
Sean Astin,The Goonies,7
Josh Brolin,The Goonies,20
Jeff Cohen,The Goonies,1
Corey Feldman,The Goonies,4
Danny Glover,The Color Purple,19
Whoopi Goldberg,The Color Purple,15
Oprah Winfrey,The Color Purple,5
Margaret Avery,The Color Purple,2
Mia Farrow,The Purple Rose of Cairo,18
Jeff Daniels,The Purple Rose of Cairo,20
Danny Aiello,The Purple Rose of Cairo,10
Irving Metzman,The Purple Rose of Cairo,1
Sandrine Bonnaire,Vagabond,2
Setti Ramdane,Vagabond,1
Norma Aleandro,The Official Story,2
Hugo Arana,The Official Story,1
Griffin Dunne,After Hours,2
Rosanna Arquette,After Hours,7
Verna Bloom,After Hours,2
Tommy Chong,After Hours,4
Anton Glanzelius,My Life as a Dog,1
Melinda Kinnaman,My Life as a Dog,1
Chi-Hwa Chen,Police Story,1
Jackie Chan,Police Story,46
Maggie Cheung,Police Story,10
Brigitte Lin,Police Story,3
Yuen Chor,Police Story,1
Harrison Ford,Witness,39
Kelly McGillis,Witness,7
Lukas Haas,Witness,6
Josef Sommer,Witness,1
Clint Eastwood,Pale Rider,49
Michael Moriarty,Pale Rider,3
Carrie Snodgress,Pale Rider,2
Sydney Penny,Pale Rider,1
William Petersen,To Live and Die in L.A.,3
Willem Dafoe,To Live and Die in L.A.,40
Jane Leeves,To Live and Die in L.A.,1
Cherise Bates,To Live and Die in L.A.,1
Clu Gulager,The Return of the Living Dead,2
James Karen,The Return of the Living Dead,2
Don Calfa,The Return of the Living Dead,1
Thom Mathews,The Return of the Living Dead,3
William Hurt,Kiss of the Spider Woman,21
Raul Julia,Kiss of the Spider Woman,6
Sonia Braga,Kiss of the Spider Woman,3
Eileen Brennan,Clue,3
Tim Curry,Clue,11
Madeline Kahn,Clue,8
Christopher Lloyd,Clue,18
Maggie Smith,A Room with a View,18
Helena Bonham Carter,A Room with a View,19
Denholm Elliott,A Room with a View,5
Julian Sands,A Room with a View,8
Cher,Mask,10
Eric Stoltz,Mask,8
Sam Elliott,Mask,12
Estelle Getty,Mask,2
Kevin Kline,Silverado,25
Scott Glenn,Silverado,12
Kevin Costner,Silverado,39
Danny Glover,Silverado,19
Jeffrey Combs,Re-Animator,5
Bruce Abbott,Re-Animator,2
Barbara Crampton,Re-Animator,3
David Gale,Re-Animator,1
Jon Voight,Runaway Train,16
Eric Roberts,Runaway Train,3
Rebecca De Mornay,Runaway Train,6
Kyle T. Heffner,Runaway Train,1
John Cusack,Better Off Dead...,42
David Ogden Stiers,Better Off Dead...,3
Kim Darby,Better Off Dead...,2
Demian Slade,Better Off Dead...,1
Lori Cardille,Day of the Dead,1
Terry Alexander,Day of the Dead,1
Joseph Pilato,Day of the Dead,1
Jarlath Conroy,Day of the Dead,1
Meryl Streep,Out of Africa,45
Robert Redford,Out of Africa,31
Klaus Maria Brandauer,Out of Africa,4
Michael Kitchen,Out of Africa,1
Paul Reubens,Pee-wee's Big Adventure,3
Elizabeth Daily,Pee-wee's Big Adventure,6
Mark Holton,Pee-wee's Big Adventure,1
Diane Salinger,Pee-wee's Big Adventure,1
